time	V(cap)	V(source)
4.290021651746822e-04	6.458766e-01	9.683998e+00
4.299089732103964e-04	7.267623e-01	9.526719e+00
4.308157812461107e-04	8.060328e-01	9.337553e+00
4.321411160675393e-04	9.178534e-01	8.999713e+00
4.334664508889679e-04	1.021814e+00	8.607414e+00
4.347917857103964e-04	1.117916e+00	8.160656e+00
4.361171205318251e-04	1.206158e+00	7.659441e+00
4.374424553532536e-04	1.286541e+00	7.103766e+00
4.387677901746822e-04	1.359064e+00	6.493634e+00
4.400931249961108e-04	1.423727e+00	5.829043e+00
4.409301785675393e-04	1.458811e+00	5.390740e+00
4.417672321389679e-04	1.489734e+00	4.940736e+00
4.426042857103965e-04	1.516495e+00	4.479032e+00
4.434413392818251e-04	1.539094e+00	4.005626e+00
4.442783928532536e-04	1.557532e+00	3.520519e+00
4.451154464246822e-04	1.571808e+00	3.023712e+00
4.459524999961108e-04	1.581923e+00	2.515203e+00
4.474173437461108e-04	1.588955e+00	1.615238e+00
4.477661160675393e-04	1.588667e+00	1.398396e+00
4.481148883889679e-04	1.587627e+00	1.181143e+00
4.484636607103965e-04	1.585835e+00	9.634803e-01
4.488124330318251e-04	1.583291e+00	7.454074e-01
4.491612053532536e-04	1.579995e+00	5.269244e-01
4.495099776746822e-04	1.575947e+00	3.080312e-01
4.498587499961108e-04	1.571147e+00	8.872795e-02
4.513235937461108e-04	1.542889e+00	-8.304847e-01
4.520908928532536e-04	1.522748e+00	-1.312384e+00
4.528581919603965e-04	1.499267e+00	-1.788508e+00
4.536254910675393e-04	1.472446e+00	-2.258855e+00
4.543927901746822e-04	1.442286e+00	-2.723426e+00
4.551600892818251e-04	1.408786e+00	-3.182221e+00
4.559273883889679e-04	1.371946e+00	-3.635240e+00
4.566946874961108e-04	1.331766e+00	-4.082483e+00
4.580200223175393e-04	1.253872e+00	-4.838629e+00
4.593453571389679e-04	1.169011e+00	-5.549839e+00
4.606706919603965e-04	1.077182e+00	-6.216115e+00
4.619960267818251e-04	9.783860e-01	-6.837455e+00
4.633213616032536e-04	8.726227e-01	-7.413860e+00
4.646466964246822e-04	7.598921e-01	-7.945330e+00
4.659720312461108e-04	6.401942e-01	-8.431866e+00
4.667393303532536e-04	5.694661e-01	-8.682089e+00
4.675066294603965e-04	4.978706e-01	-8.910954e+00
4.682739285675393e-04	4.254078e-01	-9.118460e+00
4.690412276746822e-04	3.520777e-01	-9.304608e+00
4.698085267818251e-04	2.778802e-01	-9.469398e+00
4.705758258889679e-04	2.028154e-01	-9.612829e+00
4.713431249961108e-04	1.268832e-01	-9.734901e+00
4.717616517818251e-04	8.550665e-02	-9.791474e+00
4.721801785675393e-04	4.415215e-02	-9.841204e+00
4.725987053532536e-04	2.819707e-03	-9.884091e+00
4.730172321389679e-04	-3.849069e-02	-9.920135e+00
4.734357589246822e-04	-7.977903e-02	-9.949337e+00
4.738542857103965e-04	-1.210453e-01	-9.971697e+00
4.742728124961108e-04	-1.622896e-01	-9.987213e+00
4.751098660675393e-04	-2.447907e-01	-9.996994e+00
4.759469196389679e-04	-3.260263e-01	-9.979472e+00
4.767839732103965e-04	-4.059965e-01	-9.934649e+00
4.776210267818251e-04	-4.847011e-01	-9.862524e+00
4.784580803532536e-04	-5.621403e-01	-9.763098e+00
4.792951339246822e-04	-6.383139e-01	-9.636370e+00
4.801321874961108e-04	-7.132221e-01	-9.482340e+00
4.815272767818250e-04	-8.345325e-01	-9.159265e+00
4.829223660675393e-04	-9.473658e-01	-8.774641e+00
4.843174553532536e-04	-1.051722e+00	-8.328468e+00
4.857125446389678e-04	-1.147600e+00	-7.820745e+00
4.871076339246821e-04	-1.235002e+00	-7.251473e+00
4.885027232103963e-04	-1.313926e+00	-6.620651e+00
4.898978124961106e-04	-1.384373e+00	-5.928280e+00
4.913626562461105e-04	-1.444926e+00	-5.163287e+00
4.920602008889676e-04	-1.469536e+00	-4.781302e+00
4.927577455318246e-04	-1.491215e+00	-4.392045e+00
4.934552901746817e-04	-1.509961e+00	-3.995516e+00
4.941528348175388e-04	-1.525776e+00	-3.591714e+00
4.948503794603959e-04	-1.538660e+00	-3.180639e+00
4.955479241032528e-04	-1.548611e+00	-2.762292e+00
4.962454687461099e-04	-1.555631e+00	-2.336672e+00
4.966639955318241e-04	-1.558358e+00	-2.079820e+00
4.970825223175384e-04	-1.559998e+00	-1.821978e+00
4.975010491032526e-04	-1.560553e+00	-1.563145e+00
4.979195758889669e-04	-1.560022e+00	-1.303322e+00
4.983381026746811e-04	-1.558405e+00	-1.042509e+00
4.987566294603954e-04	-1.555703e+00	-7.807050e-01
4.991751562461096e-04	-1.551915e+00	-5.179107e-01
4.996634374961096e-04	-1.546245e+00	-2.114132e-01
5.000000000000000e-04	-1.541657e+00	-1.224647e-14
