w,G1,P1,G2,P2,G,P
1.804186409392071653e+02,3.999938559155667761e+00,3.175680323012717854e-01,1.106834048267721499e-01,-8.682753322538378882e+01,4.427268188252425074e-01,-8.650996519308250754e+01
1.889652339691209590e+02,3.999943991098511731e+00,3.032052164399010596e-01,1.056916832042699012e-01,-8.697074523609870766e+01,4.227608131420069193e-01,-8.666754001965880150e+01
1.979166867853557505e+02,3.999948942816215158e+00,2.894919720092238302e-01,1.009238787291875800e-01,-8.710751538752946033e+01,4.036903620277256799e-01,-8.681802341552024416e+01
2.072921779595371845e+02,3.999953456762785908e+00,2.763989245534315686e-01,9.637010287735642278e-02,-8.723813046195972731e+01,3.854759261328670750e-01,-8.696173153740629402e+01
2.171117945694505238e+02,3.999957571639373377e+00,2.638980275779809204e-01,9.202088360234106368e-02,-8.736286486062981282e+01,3.680796301141296967e-01,-8.709896683305184695e+01
2.273965752357927386e+02,3.999961322725972934e+00,2.519625025655693462e-01,8.786715044489643023e-02,-8.748198108791461891e+01,3.514652033177299573e-01,-8.723001858534905750e+01
2.381685551976158308e+02,3.999964742183811595e+00,2.405667816950413374e-01,8.390021981300194165e-02,-8.759573022329617231e+01,3.355979211134794138e-01,-8.735516344160113533e+01
2.494508135230316554e+02,3.999967859331022169e+00,2.296864531422820044e-01,8.011178048817776953e-02,-8.770435238045368465e+01,3.204445471064932272e-01,-8.747466592731142043e+01
2.612675225563328922e+02,3.999970700893951125e+00,2.192982088474485225e-01,7.649387940340623970e-02,-8.780807715297822824e+01,3.059732764113401449e-01,-8.758877894413078025e+01
2.736439997074671737e+02,3.999973291236253115e+00,2.093797946379800934e-01,7.303890772902164874e-02,-8.790712404637616828e+01,2.921536801371555914e-01,-8.769774425173818599e+01
2.866067616948250247e+02,3.999975652567746121e+00,1.999099626016974385e-01,6.973958729521011202e-02,-8.800170289615958552e+01,2.789566512009633015e-01,-8.780179293355789127e+01
3.001835813575589214e+02,3.999977805134803166e+00,1.908684256089687725e-01,6.658895737312907348e-02,-8.809201427193433176e+01,2.663543515595838129e-01,-8.790114584632536321e+01
3.144035471591499800e+02,3.999979767393915253e+00,1.822358138873990119e-01,6.358036183098150773e-02,-8.817824986749145921e+01,2.543201609275104191e-01,-8.799601405360405693e+01
3.292971255097151584e+02,3.999981556169919461e+00,1.739936335567699999e-01,6.070743667653448472e-02,-8.826059287698743105e+01,2.428286270284912840e-01,-8.808659924343065484e+01
3.448962260405759821e+02,3.999983186800236012e+00,1.661242270360711593e-01,5.796409799345819680e-02,-8.833921835736359185e+01,2.318554174118740707e-01,-8.817309413032752730e+01
3.612342699709430462e+02,3.999984673266355095e+00,1.586107352383747116e-01,5.534453027537816067e-02,-8.841429357721018789e+01,2.213772728506384069e-01,-8.825568284197180446e+01
3.783462617131929164e+02,3.999986028313710307e+00,1.514370614730681519e-01,5.284317515860166570e-02,-8.848597835232345687e+01,2.113719623261407221e-01,-8.833454129085038176e+01
3.962688638701478112e+02,3.999987263560941919e+00,1.445878369785499606e-01,5.045472055202714773e-02,-8.855442536824024558e+01,2.018182395946351293e-01,-8.840983753126170086e+01
4.150404757850476472e+02,3.999988389599518523e+00,1.380483880119247053e-01,4.817409016070316879e-02,-8.861978049006191327e+01,1.926958013223330490e-01,-8.848173210204998895e+01
4.347013158125026280e+02,3.999989416084535510e+00,1.318047044255263589e-01,4.599643339782375634e-02,-8.868218305990073702e+01,1.839852467689322424e-01,-8.855037835547518910e+01
4.552935074866947502e+02,3.999990351817499068e+00,1.258434096632353727e-01,4.391711567857279480e-02,-8.874176618229813585e+01,1.756680389939442311e-01,-8.861592277263490303e+01
4.768611697714469528e+02,3.999991204821789381e+00,1.201517321125616378e-01,4.193170908812265951e-02,-8.879865699797504419e+01,1.677264675556365270e-01,-8.867850526586248350e+01
4.994505115855139934e+02,3.999991982411448266e+00,1.147174777513374072e-01,4.003598341521485277e-02,-8.885297694628198428e+01,1.601436126688170480e-01,-8.873825946853064295e+01
5.231099308056263908e+02,3.999992691253890342e+00,1.095290040306065998e-01,3.822589754206540125e-02,-8.890484201672080644e+01,1.529033107848816742e-01,-8.879531301269018684e+01
5.478901179593945017e+02,3.999993337427069751e+00,1.045751949379235407e-01,3.649759118082405301e-02,-8.895436298991033652e+01,1.459901215554331999e-01,-8.884978779497241419e+01
5.738441648302392650e+02,3.999993926471596684e+00,9.984543718778025878e-02,3.484737694644173683e-02,-8.900164566836802749e+01,1.393892961392332874e-01,-8.890180023118023200e+01
6.010276782070382069e+02,3.999994463438234060e+00,9.532959748827596336e-02,3.327173275554930892e-02,-8.904679109747550569e+01,1.330867468111937846e-01,-8.895146149998723217e+01
6.294988990221887661e+02,3.999994952931211767e+00,9.101800083543554187e-02,3.176729454080111370e-02,-8.908989577699195195e+01,1.270690178314837215e-01,-8.899887777615650464e+01
6.593188271333548300e+02,3.999995399147698194e+00,8.690140978876562117e-02,3.033084927007218337e-02,-8.913105186347253550e+01,1.213232575325310508e-01,-8.904415045368375559e+01
6.905513520162330678e+02,3.999995805913793667e+00,8.297100468373243276e-02,2.895932825990792103e-02,-8.917034736394261074e+01,1.158371915817124898e-01,-8.908737635925886877e+01
7.232633896483533817e+02,3.999996176717330876e+00,7.921836473883819840e-02,2.764980077269312345e-02,-8.920786632116976023e+01,1.105990973777683933e-01,-8.912864795643091043e+01
7.575250258771912968e+02,3.999996514737783393e+00,7.563545001688132263e-02,2.639946788712540723e-02,-8.924368899086765339e+01,1.055977795394336394e-01,-8.916805354085077795e+01
7.934096665797492278e+02,3.999996822873526980e+00,7.221458420180851268e-02,2.520565663173808188e-02,-8.927789201115621154e+01,1.008225464453933601e-01,-8.920567742695440927e+01
8.309941949353395785e+02,3.999997103766690376e+00,6.894843815430466705e-02,2.406581437140837415e-02,-8.931054856459341806e+01,9.626318778542029830e-02,-8.924160012643909567e+01
8.703591361485165407e+02,3.999997359825811838e+00,6.583001421093157002e-02,2.297750343700621228e-02,-8.934172853308399453e+01,9.190995308341338987e-02,-8.927589851887306338e+01
9.115888299750828310e+02,3.999997593246490180e+00,6.285263119321155001e-02,2.193839598857726808e-02,-8.937149864596086957e+01,8.775353115399753268e-02,-8.930864601476766040e+01
9.547716114208055842e+02,3.999997806030209269e+00,6.000991009457039282e-02,2.094626910270889000e-02,-8.939992262152452440e+01,8.378503045535390381e-02,-8.933991271142994606e+01
1.000000000000000000e+03,3.999998000001499854e+00,5.729576041450060858e-02,1.999900007499374674e-02,-8.942706130231653106e+01,7.999596030200485652e-02,-8.936976554190201227e+01
